# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403636861.25303 0.353054 0.152313 0.344716 0.829844 0.002003 0.556085 0.046098 0.0028088317 0.0003037545 0.0017067473 0.0032559697 0.0009054833 0.0047497685 0.0159141201 0.0084624145 0.0035360372 0.0118167375 0.0033925238 0.0056042181
1403636861.30428 0.391527 0.178303 0.380804 0.822770 0.008506 0.565612 0.055326 0.0027103897 0.0002480913 0.0016038645 0.0032518142 0.0009068309 0.0047458674 0.0162485560 0.0085524605 0.0034797144 0.0122061705 0.0034294350 0.0056354606
1403636861.35256 0.418388 0.191641 0.434102 0.814978 0.013829 0.576038 0.061647 0.0026321887 0.0001964500 0.0015404680 0.0032490149 0.0009358501 0.0048501993 0.0165819458 0.0086559162 0.0033106258 0.0125358484 0.0032895755 0.0058272851
1403636861.40254 0.412265 0.190197 0.493277 0.807399 0.017247 0.586634 0.060579 0.0025586682 0.0001619071 0.0014805116 0.0032356898 0.0009549826 0.0049362380 0.0169029328 0.0087674501 0.0032276378 0.0129494243 0.0032502894 0.0059692084
1403636861.45405 0.395261 0.184647 0.538365 0.800878 0.008669 0.595767 0.059836 0.0024672143 0.0001624959 0.0013910948 0.0032062316 0.0009932481 0.0048924454 0.0171412107 0.0089485508 0.0032852013 0.0133602667 0.0032373057 0.0060312494
1403636861.50592 0.418595 0.187649 0.574797 0.798779 0.008142 0.598648 0.059218 0.0024267827 0.0001525196 0.0013688859 0.0031821585 0.0009613459 0.0049608215 0.0176038823 0.0091470197 0.0033395960 0.0137907959 0.0033526604 0.0061504283
1403636861.56064 0.420600 0.177952 0.614337 0.801013 0.006310 0.596192 0.053792 0.0024021075 0.0001842963 0.0013362867 0.0031348499 0.0009944767 0.0048860143 0.0177224509 0.0093626484 0.0033068223 0.0140052425 0.0033871992 0.0063312797
1403636861.61086 0.444793 0.222264 0.644490 0.803724 0.010509 0.591644 0.062246 0.0024479181 0.0002201131 0.0013801294 0.0031576460 0.0009948712 0.0048261889 0.0182687380 0.0095495324 0.0033367098 0.0144268376 0.0035150691 0.0065865075
1403636861.66150 0.413002 0.133832 0.640981 0.813779 -0.005923 0.580321 0.030922 0.0024312797 0.0002642485 0.0013001935 0.0030957457 0.0010925356 0.0045969510 0.0183397396 0.0097622087 0.0032622783 0.0145020462 0.0032441328 0.0067812299
1403636861.71091 0.369208 0.103031 0.644533 0.817835 -0.009653 0.575045 0.019390 0.0025369093 0.0003995141 0.0013754801 0.0031221073 0.0010783956 0.0043558244 0.0184288513 0.0097732976 0.0036909788 0.0144581880 0.0037844909 0.0068159947
1403636861.75972 0.394828 0.100335 0.638936 0.823919 -0.010207 0.566421 0.014876 0.0025830157 0.0004561846 0.0014008772 0.0031236231 0.0010856437 0.0042722165 0.0186906082 0.0099204505 0.0040038470 0.0146696461 0.0041193421 0.0070595192
1403636861.80890 0.383980 0.094441 0.629329 0.829087 -0.010924 0.558944 0.008800 0.0026438532 0.0004973773 0.0014296148 0.0031343786 0.0010870736 0.0041902241 0.0190633951 0.0100366088 0.0040058346 0.0147952643 0.0042142576 0.0074368343
1403636861.85890 0.384346 0.117793 0.628705 0.832459 -0.007983 0.553953 0.009187 0.0027146061 0.0005426439 0.0014691292 0.0031579956 0.0010784807 0.0041248980 0.0195401361 0.0102092862 0.0041623502 0.0150232377 0.0044108570 0.0078957302
1403636861.90890 0.383455 0.145035 0.628587 0.836989 -0.005243 0.547120 0.009065 0.0027633815 0.0005653465 0.0014918277 0.0031783489 0.0010831594 0.0040864066 0.0201938084 0.0104806067 0.0042218583 0.0154153910 0.0044661250 0.0084335286
1403636861.95890 0.381103 0.175690 0.629140 0.842584 -0.003650 0.538481 0.008781 0.0028281376 0.0005923006 0.0015212144 0.0031948478 0.0010809619 0.0040368908 0.0209794861 0.0108107363 0.0042921837 0.0158907011 0.0045207521 0.0090517336
1403636862.00890 0.377577 0.209965 0.631110 0.848293 -0.002245 0.529452 0.008694 0.0028967745 0.0006195386 0.0015497755 0.0032106071 0.0010770686 0.0039853133 0.0219197347 0.0112115499 0.0043739519 0.0164690032 0.0045738756 0.0097591495
1403636862.05890 0.372884 0.248020 0.636108 0.853087 -0.001602 0.521702 0.008214 0.0029591527 0.0006438563 0.0015749284 0.0032243619 0.0010717212 0.0039430632 0.0230447645 0.0116997628 0.0044685253 0.0171810473 0.0046247187 0.0105651619
1403636862.10890 0.367117 0.289496 0.644532 0.856654 -0.000593 0.515818 0.008703 0.0030063149 0.0006610330 0.0015936040 0.0032378687 0.0010704879 0.0039173382 0.0243794707 0.0122884504 0.0045786821 0.0180486100 0.0046740300 0.0114801045
1403636862.15890 0.361231 0.334365 0.658132 0.859134 0.001067 0.511685 0.008099 0.0030409120 0.0006779702 0.0016063704 0.0032572148 0.0010734201 0.0038994108 0.0259605490 0.0129981031 0.0047031264 0.0191099926 0.0047188944 0.0125154048
1403636862.20890 0.354335 0.382408 0.677953 0.861041 0.005342 0.508406 0.010111 0.0030593246 0.0006882941 0.0016106884 0.0032829226 0.0010879786 0.0038924081 0.0278240067 0.0138488478 0.0048477599 0.0204023464 0.0047592866 0.0136825416
1403636862.25890 0.346961 0.433989 0.705783 0.862857 0.010658 0.505107 0.015171 0.0030709899 0.0006907538 0.0016124221 0.0033067596 0.0011079537 0.0038951384 0.0300165148 0.0148670838 0.0050124251 0.0219759974 0.0047892331 0.0149943121
