# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1540821371.17798 -0.012256 0.008119 0.054884 0.019644 -0.041812 0.998131 0.040012 0.0036741660 -0.0012712254 0.0012385720 0.0040877725 0.0001173232 0.0024435090 0.1390963787 0.0244219196 -0.0048704889 0.0254929322 0.0041217893 0.0097747529
1540821371.21274 -0.010562 0.008098 0.074803 0.023347 -0.047943 0.997760 0.040396 0.0032818890 -0.0011309977 0.0010799084 0.0040279979 0.0001935307 0.0023997065 0.0865180707 0.0243920720 0.0059600847 0.0253438355 0.0033845557 0.0045862715
1540821371.24583 -0.014624 0.010347 0.092811 0.026516 -0.054700 0.997334 0.040381 0.0033153838 -0.0011533321 0.0010574971 0.0040351063 0.0002261747 0.0024134149 0.0940789730 0.0241424419 0.0056336908 0.0256519019 0.0034804866 0.0052673208
1540821371.27904 -0.020192 0.014883 0.112925 0.029134 -0.060965 0.996926 0.039653 0.0031828139 -0.0011191923 0.0009875952 0.0040190559 0.0002719741 0.0024176557 0.1004926077 0.0238844624 0.0057238160 0.0257974419 0.0035380493 0.0058678297
1540821371.31218 -0.024246 0.017571 0.127947 0.029747 -0.068079 0.996459 0.039369 0.0032074521 -0.0011380886 0.0009718409 0.0040313553 0.0002943533 0.0024428989 0.1096144767 0.0234460922 0.0054597691 0.0261028696 0.0036483050 0.0068504091
1540821371.34542 -0.008575 0.020405 0.142228 0.030654 -0.073566 0.996088 0.038180 0.0031202106 -0.0011608430 0.0009239272 0.0040127532 0.0003069927 0.0024623583 0.0919580206 0.0255152693 0.0058853892 0.0261097790 0.0037397017 0.0072028671
1540821371.37850 -0.010461 0.022400 0.151851 0.030516 -0.080137 0.995638 0.036762 0.0031410554 -0.0011789206 0.0009083286 0.0040308284 0.0003273384 0.0024944287 0.0973848123 0.0258483708 0.0056621741 0.0264891984 0.0038888895 0.0084414127
1540821371.41167 -0.012555 0.024013 0.157749 0.030965 -0.086782 0.995118 0.035359 0.0031637487 -0.0011986570 0.0008909980 0.0040487477 0.0003493992 0.0025298458 0.1034939994 0.0261699424 0.0054544065 0.0267895457 0.0040734405 0.0099441665
1540821371.44485 -0.014673 0.025161 0.159374 0.031842 -0.092346 0.994641 0.033882 0.0031895308 -0.0012166298 0.0008753219 0.0040691811 0.0003691207 0.0025646555 0.1103452449 0.0265588065 0.0052376192 0.0271264329 0.0042895119 0.0117711227
1540821371.47802 -0.016697 0.025920 0.156264 0.031836 -0.095612 0.994376 0.032574 0.0032143955 -0.0012321925 0.0008658745 0.0040933878 0.0003800168 0.0026016061 0.1180046210 0.0270217517 0.0050130605 0.0275083576 0.0045392430 0.0139723739
1540821371.51119 -0.018584 0.025951 0.148571 0.030540 -0.094134 0.994596 0.031385 0.0032366628 -0.0012416091 0.0008694246 0.0041255052 0.0003736229 0.0026383127 0.1265531719 0.0275690193 0.0047831336 0.0279472755 0.0048259498 0.0166028028
1540821371.54436 -0.020238 0.025005 0.137058 0.028418 -0.086643 0.995364 0.030590 0.0032594417 -0.0012427978 0.0008885156 0.0041652750 0.0003477586 0.0026720227 0.1360841268 0.0282138276 0.0045492974 0.0284596722 0.0051536358 0.0197216638
1540821371.57754 -0.021527 0.023313 0.122938 0.026182 -0.076278 0.996300 0.029720 0.0032832148 -0.0012392364 0.0009147162 0.0042094795 0.0003128943 0.0027055126 0.1467002965 0.0289708538 0.0043102829 0.0290660544 0.0055266509 0.0233919840
1540821371.61111 -0.051831 0.003656 0.081206 0.023053 -0.066536 0.997092 0.029133 0.0030788599 -0.0011132030 0.0008689033 0.0041434802 0.0003025710 0.0027038066 0.1337342573 0.0245515359 0.0134777157 0.0264594274 0.0033306286 0.0049783648
1540821371.64479 -0.055875 -0.000558 0.062710 0.020665 -0.054725 0.997919 0.027128 0.0030938253 -0.0011014888 0.0008929233 0.0041695748 0.0002621080 0.0027401470 0.1412347263 0.0245607345 0.0147976335 0.0262353382 0.0033629237 0.0051344742
1540821371.67858 -0.023048 -0.005021 0.049680 0.018672 -0.042325 0.998607 0.025388 0.0030650627 -0.0009725289 0.0009382239 0.0037892923 0.0001785574 0.0027692827 0.0981054495 0.0245459607 0.0099882946 0.0262262264 0.0033456608 0.0045849442
1540821371.71165 -0.022257 -0.011484 0.035233 0.016086 -0.030427 0.999128 0.023621 0.0030901213 -0.0009629379 0.0009586453 0.0038355736 0.0001522578 0.0028093866 0.1004608670 0.0247528012 0.0105463505 0.0265085746 0.0033411731 0.0047201264
1540821371.74491 -0.016230 -0.017940 0.024131 0.013987 -0.018965 0.999479 0.022053 0.0030345812 -0.0009026149 0.0010062945 0.0038393154 0.0001082467 0.0028438816 0.0990905361 0.0248666322 0.0105692670 0.0265741665 0.0033342073 0.0047455279
1540821371.77813 -0.013919 -0.022694 0.016319 0.011801 -0.010079 0.999653 0.021297 0.0030489460 -0.0008914924 0.0010273468 0.0038734731 0.0000867165 0.0028893582 0.1010159451 0.0249514328 0.0109446429 0.0267020192 0.0033270232 0.0048471580
1540821371.81144 -0.009708 -0.025927 0.011461 0.009752 -0.004725 0.999715 0.021269 0.0030762428 -0.0008950619 0.0010356498 0.0039082417 0.0000767612 0.0029418729 0.1034155031 0.0250533031 0.0113924954 0.0268258365 0.0033302078 0.0049850626
1540821371.84452 -0.003414 -0.026853 0.009531 0.007471 -0.002897 0.999717 0.022412 0.0031086233 -0.0009081102 0.0010375148 0.0039385546 0.0000759260 0.0029971982 0.1060416258 0.0251656981 0.0118633882 0.0269768615 0.0033381612 0.0051586168
1540821371.87757 -0.001325 -0.025021 0.007869 0.004971 -0.004440 0.999635 0.026175 0.0029957104 -0.0007976541 0.0010775752 0.0038379409 0.0000456398 0.0030411249 0.1022196397 0.0249641287 0.0109004664 0.0271412745 0.0032718174 0.0049516836
1540821371.91073 0.008989 -0.020316 0.009914 0.003094 -0.007942 0.999421 0.032931 0.0030415901 -0.0008247276 0.0010724905 0.0038469360 0.0000648522 0.0030970309 0.1045677594 0.0249291882 0.0110486864 0.0272874265 0.0032549509 0.0050249692
1540821371.94391 0.020679 -0.013217 0.013390 0.002362 -0.011285 0.999043 0.042185 0.0031022425 -0.0008553861 0.0010665292 0.0038476135 0.0000905691 0.0031510282 0.1072430575 0.0248934371 0.0111791368 0.0275083107 0.0032370051 0.0051216846
1540821371.97700 0.032957 -0.003985 0.017606 0.002164 -0.014642 0.998505 0.052615 0.0031716992 -0.0008867560 0.0010595847 0.0038435250 0.0001192333 0.0032046123 0.1102928774 0.0248185336 0.0112879542 0.0277471996 0.0032180855 0.0052313176
1540821372.01026 0.044798 0.007082 0.022121 0.001846 -0.018976 0.997860 0.062545 0.0032419412 -0.0009184447 0.0010501209 0.0038400997 0.0001474153 0.0032611748 0.1138079972 0.0246925859 0.0113759180 0.0279988413 0.0031986254 0.0053547489
1540821372.04343 0.054963 0.019138 0.026777 0.001461 -0.023318 0.997232 0.070588 0.0033074857 -0.0009469715 0.0010403940 0.0038429243 0.0001709315 0.0033197763 0.1178417329 0.0245059391 0.0114443402 0.0282547933 0.0031800075 0.0054904728
1540821372.07881 0.012336 0.032470 0.027971 -0.001391 -0.026841 0.996643 0.077333 0.0032650697 -0.0009986936 0.0010356596 0.0035145038 0.0001874926 0.0033562636 0.0962008648 0.0253724025 0.0104460079 0.0283498716 0.0030988187 0.0053247084
1540821372.11202 0.014139 0.045310 0.032279 -0.002892 -0.030935 0.996293 0.080220 0.0033061219 -0.0010256234 0.0010264778 0.0035353635 0.0001942261 0.0034312713 0.0965520877 0.0252529667 0.0103831667 0.0281111136 0.0030631084 0.0052491423
