# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393891.15642 0.165748 0.251724 0.344812 0.810863 -0.002649 0.585146 0.009924 0.0003626043 0.0000051078 -0.0001186276 0.0000048559 -0.0000016321 0.0000439241 0.0025497170 -0.0000106059 0.0000003921 0.0025331535 0.0000013246 0.0025299128
1413393891.20637 0.168106 0.266207 0.352738 0.810396 -0.002531 0.585799 0.009562 0.0003629648 0.0000049492 -0.0001180762 0.0000048326 -0.0000015752 0.0000434858 0.0025525866 -0.0000117380 0.0000006013 0.0025334010 0.0000015279 0.0025298074
1413393891.25641 0.169723 0.280561 0.357315 0.809223 -0.002892 0.587427 0.008873 0.0003638776 0.0000044427 -0.0001168244 0.0000048020 -0.0000013933 0.0000425399 0.0025556749 -0.0000128787 0.0000007552 0.0025337049 0.0000017218 0.0025297584
1413393891.30659 0.172521 0.295692 0.359838 0.804244 -0.002535 0.594229 0.008770 0.0003677580 0.0000044764 -0.0001112857 0.0000047805 -0.0000013242 0.0000386303 0.0025589083 -0.0000140034 0.0000007938 0.0025341030 0.0000018160 0.0025296046
1413393891.35681 0.175690 0.311521 0.359877 0.790973 -0.002153 0.611790 0.008333 0.0003767990 0.0000043245 -0.0000964862 0.0000047373 -0.0000010765 0.0000295166 0.0025623479 -0.0000154098 0.0000005653 0.0025345663 0.0000016551 0.0025289267
1413393891.40686 0.177351 0.327844 0.357601 0.772335 -0.002653 0.635176 0.006535 0.0003870036 0.0000028720 -0.0000751089 0.0000046818 -0.0000005198 0.0000192437 0.0025659399 -0.0000169571 0.0000001876 0.0025346541 0.0000013317 0.0025280322
1413393891.45684 0.174857 0.344813 0.353316 0.752982 -0.002801 0.658025 0.003642 0.0003945722 0.0000008718 -0.0000526926 0.0000046482 -0.0000000736 0.0000116072 0.0025699598 -0.0000181757 -0.0000002084 0.0025341844 0.0000009716 0.0025272980
1413393891.50673 0.165688 0.359510 0.346782 0.737857 -0.003177 0.674945 0.002344 0.0003985556 -0.0000001203 -0.0000350893 0.0000046402 0.0000000506 0.0000076240 0.0025746982 -0.0000181946 -0.0000002847 0.0025336200 0.0000008817 0.0025269697
1413393891.55664 0.149739 0.373825 0.339142 0.728634 -0.003119 0.684896 0.000173 0.0004001562 -0.0000013512 -0.0000244991 0.0000046372 0.0000001173 0.0000060272 0.0025790367 -0.0000168550 -0.0000003783 0.0025323332 0.0000007022 0.0025267261
1413393891.60649 0.127198 0.388270 0.332857 0.725236 -0.001162 0.688494 0.002855 0.0004006211 0.0000012041 -0.0000205973 0.0000046295 -0.0000000333 0.0000055929 0.0025834808 -0.0000139796 -0.0000004592 0.0025305957 0.0000004778 0.0025265711
