# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393890.30430 0.101329 0.038324 0.271777 0.814242 0.001307 0.580255 0.017699 0.0009874117 0.0000140989 -0.0001069977 0.0009796200 0.0000934626 0.0002871083 0.0296503999 0.0034932607 -0.0004382225 0.0056247662 0.0000211671 0.0028896142
1413393890.35647 0.078417 0.053007 0.278644 0.813658 -0.006438 0.581103 0.015428 0.0007219520 0.0001023138 -0.0001069201 0.0001194357 0.0000106158 0.0001578285 0.0042558856 0.0009308503 -0.0000308399 0.0036617102 0.0000482344 0.0028816928
1413393890.40672 0.088774 0.055819 0.289260 0.812647 -0.005984 0.582621 0.011052 0.0006174465 0.0000516408 -0.0001231422 0.0000799876 0.0000086217 0.0001174242 0.0033095516 0.0004127227 -0.0001310781 0.0033542992 0.0000086094 0.0028878972
1413393890.45771 0.088409 0.050901 0.289320 0.809798 -0.004465 0.586666 0.005518 0.0005336978 0.0000318458 -0.0001176959 0.0000621072 0.0000053829 0.0000835217 0.0029949537 0.0002589060 -0.0001674389 0.0030485722 -0.0000400614 0.0028599114
1413393890.50762 0.106372 0.060169 0.282454 0.804420 -0.005937 0.594023 0.003138 0.0005022494 0.0000275918 -0.0001084973 0.0000594161 0.0000033231 0.0000684034 0.0029510796 0.0002278471 -0.0001565618 0.0029380796 -0.0000296854 0.0028569015
1413393890.55724 0.122455 0.088827 0.279345 0.797636 -0.009582 0.603044 0.004720 0.0004805737 0.0000211182 -0.0001022153 0.0000513521 0.0000046223 0.0000590237 0.0029294578 0.0001951970 -0.0001724074 0.0028567629 -0.0000376667 0.0028226746
1413393890.60679 0.128742 0.105823 0.282290 0.792011 -0.010690 0.610389 0.005343 0.0004750735 0.0000166698 -0.0000965540 0.0000475009 0.0000022453 0.0000529010 0.0029186990 0.0001955141 -0.0001598752 0.0028596415 -0.0000383981 0.0028338171
1413393890.65665 0.136861 0.117610 0.282665 0.791052 -0.009853 0.611635 0.006512 0.0004755951 0.0000129141 -0.0000951749 0.0000450495 0.0000014410 0.0000509539 0.0029438191 0.0002210590 -0.0001655886 0.0028995358 -0.0000492277 0.0028647255
1413393890.70643 0.164146 0.143964 0.274039 0.793670 -0.010857 0.608156 0.010830 0.0004515486 0.0000076673 -0.0001034824 0.0000339770 -0.0000012452 0.0000452951 0.0028344786 0.0001542701 -0.0001156592 0.0028594194 -0.0000267223 0.0028156187
1413393890.75659 0.161908 0.153350 0.274439 0.797400 -0.008616 0.603260 0.012519 0.0004387204 0.0000081887 -0.0001074528 0.0000304511 -0.0000018964 0.0000434954 0.0028115745 0.0001397616 -0.0001104675 0.0028332694 -0.0000319454 0.0028108472
1413393890.80671 0.164753 0.166390 0.274342 0.800968 -0.008384 0.598504 0.013145 0.0004290777 0.0000036806 -0.0001114662 0.0000151289 0.0000001190 0.0000444116 0.0027943428 0.0001296028 -0.0001251653 0.0028222866 -0.0000511825 0.0027060895
