# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715529.06214 0.045041 0.046457 0.103582 0.817176 0.001235 0.576286 0.010735 0.0010199437 0.0000000019 -0.0000000166 0.0010199949 -0.0000000220 0.0010199765 0.0308468275 -0.0000013908 -0.0001760763 0.0308465708 -0.0001858457 0.0029015767
1403715529.11758 0.030396 0.049093 0.115169 0.816474 0.004065 0.577326 0.006976 0.0009591839 0.0000161781 -0.0003054791 0.0001392017 -0.0000114938 0.0002062450 0.0031517093 0.0001800926 0.0001395556 0.0027693922 0.0001256872 0.0029292482
1403715529.16334 0.038316 0.062111 0.133420 0.817261 0.005879 0.576219 0.004569 0.0005461734 0.0000099281 -0.0001339435 0.0001481488 -0.0000161726 0.0001432124 0.0030940550 0.0001230881 0.0001443373 0.0027044069 0.0001414534 0.0029841212
1403715529.21367 0.038762 0.068275 0.150027 0.818125 0.010994 0.574934 0.000849 0.0005378044 0.0000187021 -0.0001410279 0.0001572316 -0.0000169912 0.0001499276 0.0030840824 0.0001068519 0.0001577072 0.0026725426 0.0001655291 0.0030347022
1403715529.26365 0.042827 0.077445 0.169155 -0.819800 -0.018115 -0.572346 0.004399 0.0005208863 0.0000164707 -0.0001506427 0.0001744045 -0.0000210311 0.0001609058 0.0029241003 0.0000649403 0.0001825693 0.0026535481 0.0002011176 0.0031009245
1403715529.31366 0.045497 0.086507 0.187798 -0.821449 -0.026243 -0.569601 0.009329 0.0005310168 0.0000173199 -0.0001532533 0.0001926171 -0.0000247162 0.0001747821 0.0029439704 0.0000808215 0.0002053397 0.0026576041 0.0002403540 0.0031725889
1403715529.36328 0.051063 0.096400 0.206719 -0.823869 -0.036251 -0.565440 0.014259 0.0004870560 0.0000453595 -0.0001329216 0.0001719404 -0.0000368958 0.0001585982 0.0029061791 0.0001001200 0.0002107384 0.0026585265 0.0002753009 0.0032275958
1403715529.41299 0.057313 0.106584 0.221521 -0.825332 -0.044249 -0.562569 0.019642 0.0004661207 0.0000603771 -0.0001344373 0.0001579109 -0.0000332284 0.0001398758 0.0029016634 0.0001152223 0.0002176618 0.0026749821 0.0003157224 0.0032892735
1403715529.46354 0.059574 0.116952 0.239353 -0.825084 -0.052166 -0.562053 0.024733 0.0004207966 0.0000495161 -0.0001444170 0.0001010217 -0.0000245809 0.0000856150 0.0026326218 0.0000241188 0.0000377889 0.0025613714 0.0000608464 0.0026858248
1403715529.51314 0.064387 0.126520 0.252560 -0.824896 -0.059051 -0.561469 0.028492 0.0004091481 0.0000474534 -0.0001388042 0.0000802516 -0.0000190467 0.0000809295 0.0025996863 0.0000125121 0.0000262114 0.0025573039 0.0000560649 0.0026746090
