# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638524.47779 0.278348 0.181059 0.159318 -0.835998 -0.017156 -0.548359 0.010744 0.0003478930 0.0000021535 -0.0001450720 0.0000091708 0.0000024613 0.0000714750 0.0026605784 0.0000502564 -0.0000365964 0.0026536667 -0.0000423834 0.0026655798
1403638524.52758 0.293228 0.191335 0.188644 -0.831511 -0.016273 -0.555127 0.012607 0.0003525951 0.0000009725 -0.0001402641 0.0000092228 0.0000030430 0.0000668716 0.0026656793 0.0000510553 -0.0000364655 0.0026591949 -0.0000446765 0.0026701926
1403638524.57737 0.286513 0.185936 0.236843 -0.826336 -0.016890 -0.562649 0.017602 0.0003550611 0.0000002259 -0.0001354885 0.0000088826 0.0000033492 0.0000613700 0.0026556425 0.0000456211 -0.0000325367 0.0026614985 -0.0000429742 0.0026573004
1403638524.62712 0.288953 0.187624 0.270343 -0.821896 -0.014843 -0.569114 0.019395 0.0003585874 -0.0000025447 -0.0001307264 0.0000087802 0.0000042800 0.0000570080 0.0026512311 0.0000475660 -0.0000295793 0.0026607341 -0.0000433847 0.0026552506
1403638524.67656 0.288731 0.186693 0.305531 -0.818332 -0.012617 -0.574329 0.017886 0.0003607887 -0.0000030511 -0.0001267196 0.0000086949 0.0000043499 0.0000537375 0.0026466962 0.0000462532 -0.0000219954 0.0026612006 -0.0000401335 0.0026492494
1403638524.72543 0.265365 0.166236 0.326434 -0.814512 -0.012477 -0.579763 0.017001 0.0003609505 -0.0000020854 -0.0001238623 0.0000081550 0.0000036223 0.0000512015 0.0026295828 0.0000345937 -0.0000150002 0.0026517072 -0.0000367755 0.0026418459
1403638524.77556 0.256916 0.157130 0.334801 -0.811474 -0.009549 -0.584178 0.012434 0.0003635176 -0.0000012306 -0.0001202105 0.0000076989 0.0000029477 0.0000481776 0.0026210753 0.0000363064 -0.0000147580 0.0026440142 -0.0000386579 0.0026443250
1403638524.82625 0.246505 0.145932 0.339801 -0.809680 -0.007890 -0.586752 0.008836 0.0003649396 -0.0000005962 -0.0001177515 0.0000070816 0.0000021627 0.0000459034 0.0026141319 0.0000348380 -0.0000173346 0.0026400236 -0.0000426484 0.0026417038
1403638524.87738 0.238604 0.134449 0.352596 -0.809088 -0.008238 -0.587510 0.011866 0.0003654997 -0.0000031383 -0.0001165508 0.0000062250 0.0000021595 0.0000440995 0.0026072847 0.0000339580 -0.0000204866 0.0026362212 -0.0000454931 0.0026317745
1403638524.92794 0.235013 0.126320 0.364653 -0.808549 -0.008997 -0.588167 0.015072 0.0003656457 -0.0000050906 -0.0001160117 0.0000058621 0.0000024821 0.0000433269 0.0026019828 0.0000331922 -0.0000190461 0.0026325604 -0.0000443179 0.0026246411
