# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
807.61553 0.009765 0.013724 0.139243 -0.011479 -0.000012 0.999542 0.028002 0.0005619013 0.0003916321 -0.0000045724 0.0005383885 0.0000046563 0.0009419719 0.0121817898 -0.0104314317 0.0000334994 0.0150934521 0.0000103603 0.0028219774
807.65203 0.015130 0.019020 0.168299 -0.015891 -0.008576 0.999409 0.029253 0.0001151513 -0.0000008769 -0.0000104812 0.0001170287 -0.0000014468 0.0008226497 0.0027312525 -0.0000209178 0.0000272147 0.0027196152 0.0000223508 0.0028239061
807.68575 0.021896 0.020645 0.201501 -0.021324 -0.017734 0.999196 0.028949 0.0001004608 0.0000029572 -0.0000138188 0.0000971684 -0.0000310166 0.0007709082 0.0026525645 -0.0000189396 0.0000271905 0.0026659241 0.0000277863 0.0028452326
807.71940 0.024564 0.022316 0.230417 -0.024994 -0.023579 0.999019 0.027935 0.0000900135 0.0000075031 -0.0000241830 0.0000755024 -0.0000365509 0.0007285109 0.0026064355 -0.0000216421 0.0000128151 0.0026350387 0.0000320701 0.0028569797
807.75273 0.028780 0.024044 0.259152 -0.030223 -0.026443 0.998735 0.030267 0.0000857817 0.0000124959 -0.0000307311 0.0000642300 -0.0000362897 0.0007021747 0.0025803593 -0.0000224400 -0.0000012111 0.0026149463 0.0000346940 0.0028567171
807.78607 0.034715 0.024535 0.288696 -0.035402 -0.026174 0.998471 0.033430 0.0000708963 0.0000149702 -0.0000397437 0.0000604109 -0.0000399613 0.0007066556 0.0025678777 -0.0000209383 -0.0000035821 0.0025943335 0.0000429249 0.0028675380
807.81934 0.040895 0.027330 0.316630 -0.039746 -0.026047 0.998232 0.035706 0.0000627436 0.0000159572 -0.0000474339 0.0000561093 -0.0000394787 0.0007138312 0.0025574031 -0.0000170957 -0.0000009762 0.0025798708 0.0000475067 0.0028884481
807.85270 0.048875 0.028484 0.344683 -0.045489 -0.024039 0.997905 0.039236 0.0000614132 0.0000137100 -0.0000541646 0.0000490161 -0.0000362641 0.0007123276 0.0025489062 -0.0000121483 0.0000040326 0.0025698619 0.0000498552 0.0029176924
807.88549 0.058726 0.030905 0.372157 -0.053088 -0.022770 0.997510 0.040463 0.0000609470 0.0000138205 -0.0000573065 0.0000485173 -0.0000339850 0.0007137041 0.0025450817 -0.0000097325 0.0000093677 0.0025627344 0.0000503104 0.0029462570
807.91873 0.069298 0.031313 0.395849 -0.060801 -0.019825 0.997050 0.042445 0.0000575659 0.0000136951 -0.0000648564 0.0000464675 -0.0000279920 0.0007068829 0.0025423071 -0.0000074006 0.0000151082 0.0025571948 0.0000496959 0.0029705971
807.95176 0.082340 0.032141 0.418401 -0.070385 -0.018905 0.996222 0.047226 0.0000527060 0.0000113939 -0.0000748898 0.0000456730 -0.0000260399 0.0007059771 0.0025411135 -0.0000052512 0.0000215929 0.0025549018 0.0000501113 0.0029930969
807.98483 0.096548 0.033160 0.440673 -0.079267 -0.018109 0.995415 0.050373 0.0000560455 0.0000125607 -0.0000868721 0.0000484330 -0.0000254564 0.0007153012 0.0025416210 -0.0000036963 0.0000308859 0.0025560773 0.0000501934 0.0030195989
808.05093 0.127172 0.033567 0.480931 -0.093505 -0.016671 0.993854 0.056860 0.0000485535 0.0000094006 -0.0001126496 0.0000517863 -0.0000259742 0.0007327471 0.0025466890 -0.0000006613 0.0000539518 0.0025634405 0.0000485161 0.0030586663
808.08398 0.143267 0.032476 0.492736 -0.100296 -0.015222 0.993076 0.059237 0.0000453149 0.0000091750 -0.0001253549 0.0000534275 -0.0000279722 0.0007400352 0.0025516912 0.0000008320 0.0000671603 0.0025688777 0.0000451698 0.0030394493
808.11720 0.159689 0.030512 0.507592 -0.106693 -0.012855 0.992243 0.062486 0.0000447191 0.0000087278 -0.0001347102 0.0000538042 -0.0000217388 0.0007350031 0.0025582148 0.0000020781 0.0000833985 0.0025743850 0.0000459406 0.0030315293
