# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403636582.66391 -0.001089 0.012938 0.041901 0.826543 -0.012601 0.562711 0.004784 0.0001345812 -0.0000290453 0.0003035386 0.0007951998 -0.0000053230 0.0007565055 0.0000198235 -0.0000010223 -0.0000075375 0.0000094151 0.0000001844 0.0000187990
1403636582.71391 0.000884 0.011878 0.073555 0.825146 -0.013856 0.564724 0.005281 0.0001321757 -0.0000290035 0.0003009648 0.0007950195 -0.0000058216 0.0007588361 0.0000227069 -0.0000010820 -0.0000072408 0.0000126494 -0.0000000348 0.0000192816
1403636582.76386 0.005132 0.009200 0.104636 0.822848 -0.016823 0.567988 0.005329 0.0001273875 -0.0000267358 0.0002959992 0.0007773008 -0.0000067194 0.0007614509 0.0000266946 -0.0000012978 -0.0000070513 0.0000173126 -0.0000001977 0.0000194192
1403636582.81382 0.008037 0.008538 0.136676 0.820534 -0.021226 0.571166 0.006600 0.0001204712 -0.0000241146 0.0002883523 0.0007648330 -0.0000096902 0.0007661043 0.0000321588 -0.0000016105 -0.0000071750 0.0000233778 -0.0000000109 0.0000196886
1403636582.86376 0.007041 0.006665 0.167884 0.813719 -0.025267 0.580615 0.010501 0.0001129153 -0.0000219818 0.0002787192 0.0007380632 -0.0000108767 0.0007675528 0.0000387711 -0.0000019271 -0.0000070708 0.0000318324 0.0000000411 0.0000201296
1403636582.91380 0.005394 0.004699 0.197421 0.807226 -0.027288 0.589445 0.014009 0.0000974676 -0.0000199092 0.0002579074 0.0006832650 -0.0000112958 0.0007730237 0.0000440194 -0.0000021268 -0.0000060747 0.0000407238 0.0000003819 0.0000207190
1403636582.96379 0.006791 0.003084 0.222516 0.803858 -0.028388 0.593946 0.015335 0.0000852013 -0.0000218184 0.0002389238 0.0006099216 -0.0000131148 0.0007736421 0.0000484079 -0.0000023970 -0.0000050875 0.0000501017 0.0000010035 0.0000213255
1403636583.01378 0.008459 0.001823 0.240660 0.801552 -0.029017 0.596972 0.017217 0.0000783838 -0.0000226879 0.0002255456 0.0005171740 -0.0000263291 0.0007578921 0.0000496566 -0.0000030143 -0.0000045786 0.0000565465 0.0000016842 0.0000216785
1403636583.06377 0.008000 -0.001604 0.252701 0.797180 -0.030373 0.602799 0.014644 0.0000750459 -0.0000234461 0.0002152905 0.0004401359 -0.0000316105 0.0007270209 0.0000487690 -0.0000030102 -0.0000043826 0.0000586202 0.0000022704 0.0000219603
1403636583.11361 0.007511 -0.007624 0.257049 0.792179 -0.035598 0.609184 0.008905 0.0000680784 -0.0000200920 0.0001987553 0.0003755931 -0.0000376892 0.0006922592 0.0000458158 -0.0000023380 -0.0000038890 0.0000571437 0.0000029563 0.0000219039
1403636583.16337 0.002899 -0.008978 0.253605 0.787267 -0.035705 0.615475 0.011262 0.0000619096 -0.0000154674 0.0001862877 0.0003335867 -0.0000437110 0.0006782116 0.0000422513 -0.0000024360 -0.0000043164 0.0000545366 0.0000044227 0.0000221775
1403636583.21337 0.002011 -0.010520 0.242923 0.785897 -0.036260 0.617201 0.010634 0.0000556591 -0.0000137074 0.0001726750 0.0002985590 -0.0000394563 0.0006628922 0.0000380660 -0.0000018946 -0.0000044611 0.0000493543 0.0000044316 0.0000219917
1403636583.26337 -0.002559 -0.009871 0.226933 0.781451 -0.035920 0.622852 0.009964 0.0000532603 -0.0000117362 0.0001657854 0.0002810166 -0.0000395553 0.0006447312 0.0000344752 -0.0000013672 -0.0000049626 0.0000419437 0.0000038402 0.0000211743
1403636583.31344 -0.003851 -0.009745 0.204796 0.778970 -0.035283 0.625995 0.009563 0.0000482484 -0.0000095305 0.0001554027 0.0002665473 -0.0000371069 0.0006407725 0.0000314821 -0.0000015025 -0.0000056115 0.0000358461 0.0000034771 0.0000208950
1403636583.36360 -0.005179 -0.011006 0.179968 0.774399 -0.035244 0.631657 0.008526 0.0000447818 -0.0000072585 0.0001459694 0.0002414351 -0.0000290214 0.0006219321 0.0000272246 -0.0000008154 -0.0000060415 0.0000279661 0.0000026692 0.0000198062
1403636583.41364 -0.005186 -0.012005 0.151622 0.771867 -0.034608 0.634808 0.006436 0.0000401405 -0.0000051926 0.0001351286 0.0002250831 -0.0000285315 0.0006152600 0.0000246159 -0.0000010096 -0.0000068571 0.0000219861 0.0000023251 0.0000192467
1403636583.46362 -0.004688 -0.011742 0.121062 0.774056 -0.030920 0.632323 0.007024 0.0000378020 -0.0000047772 0.0001282429 0.0001972897 -0.0000259362 0.0006008519 0.0000221432 -0.0000010438 -0.0000074470 0.0000165944 0.0000018873 0.0000187832
1403636583.51367 -0.002458 -0.012709 0.089236 0.776158 -0.028716 0.629841 0.007347 0.0000389235 -0.0000061304 0.0001293386 0.0001752218 -0.0000290211 0.0005874758 0.0000208604 -0.0000012493 -0.0000079788 0.0000126615 0.0000014990 0.0000185049
1403636583.56368 -0.000663 -0.013631 0.057028 0.781321 -0.024835 0.623534 0.011239 0.0000404840 -0.0000080404 0.0001307987 0.0001518789 -0.0000324836 0.0005701322 0.0000202305 -0.0000013225 -0.0000082728 0.0000098744 0.0000012213 0.0000183734
1403636583.61370 0.002088 -0.013999 0.023328 0.789826 -0.025311 0.612657 0.013605 0.0000444687 -0.0000115528 0.0001361120 0.0001281017 -0.0000384632 0.0005465172 0.0000200787 -0.0000012905 -0.0000083537 0.0000083466 0.0000009071 0.0000182906
1403636583.66378 0.002423 -0.013330 -0.010574 0.799023 -0.022747 0.600731 0.012888 0.0000521645 -0.0000129863 0.0001462739 0.0001103792 -0.0000411615 0.0005161698 0.0000201260 -0.0000011927 -0.0000082613 0.0000080972 0.0000005888 0.0000182162
