# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1540821825.40758 -0.086330 -0.226633 -0.485915 -0.077628 -0.068111 0.994459 0.019669 0.0009731519 -0.0000004655 -0.0000003900 0.0009742419 -0.0000008015 0.0009725709 0.0229320263 -0.0000042050 0.0001857532 0.0229230984 0.0007019460 0.0028824767
1540821825.44075 -0.108672 -0.242943 -0.510645 -0.074081 -0.068461 0.994790 0.014749 0.0010050779 -0.0000005366 -0.0000003890 0.0010064334 -0.0000009067 0.0010045257 0.0254726474 -0.0000088181 0.0002842876 0.0254641037 0.0008034836 0.0029199581
1540821825.47392 -0.134215 -0.259962 -0.535622 -0.068241 -0.068098 0.995311 0.007834 0.0010379284 -0.0000006005 -0.0000004003 0.0010395268 -0.0000009816 0.0010374049 0.0282614497 -0.0000147913 0.0004086261 0.0282546176 0.0009169159 0.0029614700
1540821825.50710 -0.162061 -0.277454 -0.560677 0.060166 0.067481 -0.995905 0.000032 0.0010717100 -0.0000006555 -0.0000004237 0.0010735163 -0.0000010231 0.0010712156 0.0313178899 -0.0000220818 0.0005579962 0.0313144280 0.0010421985 0.0030074016
1540821825.54031 -0.191555 -0.295685 -0.585595 0.049578 0.066181 -0.996535 0.008926 0.0011064625 -0.0000006988 -0.0000004590 0.0011084387 -0.0000010371 0.0011060100 0.0346684270 -0.0000307150 0.0007320635 0.0346700035 0.0011817004 0.0030582836
1540821825.58598 -0.156064 -0.529970 -0.614246 0.025073 0.084873 -0.995776 0.024458 0.0008806875 -0.0001056557 0.0001059455 0.0010951119 0.0000372038 0.0010909937 0.0379592457 0.0013597067 0.0009585387 0.0310936682 0.0011542326 0.0031093931
1540821825.62026 -0.203277 -0.372691 -0.633959 0.009583 0.066609 -0.996785 0.043495 0.0003931895 -0.0001174977 0.0000570937 0.0011366923 0.0000450346 0.0011159853 0.0429258730 0.0048992607 0.0011221575 0.0177135245 0.0011531435 0.0032246328
1540821825.65215 -0.190503 -0.437243 -0.655437 -0.006714 0.070113 -0.996139 0.052412 0.0003816767 -0.0000819144 0.0001056620 0.0010247398 -0.0000230098 0.0010917641 0.0449617842 0.0039523175 0.0010254602 0.0176787578 0.0008322888 0.0032088174
1540821825.68422 -0.234194 -0.441183 -0.675442 -0.012907 0.068767 -0.995691 0.060862 0.0002413222 -0.0000693710 0.0001264736 0.0007368623 -0.0000507711 0.0010529798 0.0414560418 0.0035399400 0.0006483717 0.0112103344 0.0005841529 0.0032357909
1540821825.71397 -0.561847 -0.490220 -0.695053 -0.002281 0.074320 -0.994692 0.071125 0.0002047098 -0.0000598029 0.0001692811 0.0002689673 -0.0001025475 0.0010063269 0.0220228516 0.0012604602 0.0002890626 0.0091799233 0.0004082921 0.0032433901
1540821825.74470 -0.998682 -0.481566 -0.714324 0.010016 0.074456 -0.993997 0.079538 0.0001657121 -0.0000400983 0.0001303031 0.0001501933 -0.0001013484 0.0009106390 0.0161222099 -0.0000044200 0.0004133016 0.0076478717 0.0002514523 0.0032255268
1540821825.80993 -1.345706 -0.525452 -0.767900 0.016902 0.074527 -0.993131 0.088609 0.0001602638 -0.0000394522 0.0001019959 0.0001342072 -0.0001074215 0.0008749998 0.0159313418 -0.0002296088 0.0007880787 0.0074809047 0.0001972115 0.0032822437
1540821825.84393 -1.689291 -0.523446 -0.797398 0.025153 0.072928 -0.993495 0.083768 0.0001534004 -0.0000315626 0.0000712005 0.0001199743 -0.0000840395 0.0007787692 0.0136530193 -0.0003276801 0.0009669489 0.0072316137 0.0001337829 0.0033167131
