# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394890.55576 0.131852 -0.014942 -0.042016 -0.756738 0.028475 -0.652321 0.031849 0.0011069569 -0.0003358226 -0.0000023092 0.0024818874 -0.0001783478 0.0018752499 0.0552026618 -0.0269271972 -0.0085717878 0.0352700085 0.0042067081 0.0185938923
1413394890.60576 0.149458 -0.023596 -0.051833 -0.743638 0.025288 -0.667428 0.030060 0.0011265463 -0.0003412670 -0.0000316831 0.0024988342 -0.0001942500 0.0018868285 0.0776442956 -0.0375437078 -0.0120034197 0.0500951825 0.0067285422 0.0253081645
1413394890.65576 0.161267 -0.034179 -0.061228 -0.733507 0.019985 -0.678925 0.025066 0.0011541362 -0.0003582503 -0.0000528380 0.0025141321 -0.0002064295 0.0018975953 0.1046852401 -0.0500549985 -0.0160017420 0.0681543720 0.0097506713 0.0333014043
1413394890.70576 0.166605 -0.046410 -0.069886 -0.725888 0.015965 -0.687297 0.021345 0.0011811118 -0.0003717421 -0.0000683632 0.0025345227 -0.0002161214 0.0019094456 0.1366197601 -0.0644752326 -0.0205265666 0.0897370317 0.0132834662 0.0426166944
1413394890.75576 0.164947 -0.059838 -0.078906 -0.724804 0.011581 -0.688627 0.017834 0.0012077427 -0.0003897247 -0.0000695646 0.0025571309 -0.0002191080 0.0019250319 0.1737773552 -0.0808176158 -0.0255262332 0.1151713284 0.0173361483 0.0533051965
1413394890.80861 0.119332 -0.036823 -0.045163 -0.734982 0.006696 -0.677936 0.012680 0.0012311161 -0.0003954762 -0.0000708288 0.0024503248 -0.0000766012 0.0017527117 0.0978217799 0.0096528274 -0.0061494458 0.0316970911 0.0192226060 0.0251131286
1413394890.85601 0.005205 -0.005963 -0.075105 -0.748492 0.008120 -0.662988 0.011866 0.0012316385 -0.0003639218 -0.0000332143 0.0023443989 -0.0001034878 0.0017129668 0.0154125797 -0.0057476304 -0.0057491129 0.0095451923 0.0039599493 0.0096272020
1413394890.90901 0.049800 -0.023573 -0.079705 -0.768721 0.010237 -0.639359 0.013543 0.0012370240 -0.0003509994 -0.0000009729 0.0022182639 -0.0000827993 0.0016841584 0.0086142491 -0.0012848358 -0.0013745832 0.0038711862 -0.0014039749 0.0048553274
1413394890.95869 0.035259 -0.071395 -0.045040 -0.801202 0.004135 -0.598219 0.013853 0.0012084177 -0.0002970152 0.0000353272 0.0021026581 -0.0000735256 0.0016586936 0.0061453470 -0.0014986884 -0.0005567430 0.0032653324 -0.0008784543 0.0039190112
1413394891.01001 0.025053 -0.083173 -0.009745 -0.827930 0.002902 -0.560669 0.013172 0.0012295757 -0.0003096093 0.0000852286 0.0020268045 -0.0000333727 0.0016269749 0.0050541155 -0.0017535042 -0.0007836782 0.0032566020 -0.0008549791 0.0037916024
