# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394889.90072 -0.095156 0.050175 0.028872 0.850859 0.006093 0.525358 0.000173 0.0006385407 0.0005823183 0.0003511281 0.0037796454 -0.0006953895 0.0015906652 0.0382697889 0.0057191240 -0.0031709231 0.0347724560 -0.0150214393 0.0219557470
1413394889.95072 -0.108734 0.060135 0.033834 -0.859979 -0.004216 -0.510311 0.001337 0.0006704559 0.0005786555 0.0003782618 0.0038306776 -0.0007280763 0.0015785314 0.0499307224 0.0053524811 -0.0061634902 0.0462571038 -0.0215494387 0.0270214236
1413394890.00072 -0.120121 0.071282 0.037125 -0.868895 -0.003311 -0.494984 0.001057 0.0007056442 0.0005671316 0.0004090838 0.0039005726 -0.0007599125 0.0015615194 0.0653828127 0.0048086944 -0.0101484041 0.0615521708 -0.0300234547 0.0337198811
1413394890.05465 -0.132846 0.086358 0.036147 -0.877741 -0.002060 -0.479131 0.000693 0.0007166706 0.0005430718 0.0003989297 0.0036634070 -0.0006706012 0.0014234062 0.0525442595 0.0355991470 -0.0253863329 0.0283646914 -0.0192744526 0.0322789612
1413394890.10465 -0.133342 0.099395 0.034813 -0.882740 0.001130 -0.469848 0.003474 0.0007556890 0.0005677603 0.0004095671 0.0037384478 -0.0007072400 0.0014187210 0.0660604987 0.0444268616 -0.0345231186 0.0347303159 -0.0253626426 0.0394156760
1413394890.15465 -0.127166 0.111438 0.033449 -0.881033 0.004389 -0.472989 0.006561 0.0007677208 0.0006148420 0.0003968859 0.0038132883 -0.0007282139 0.0014431843 0.0807201388 0.0537798671 -0.0443406599 0.0414188452 -0.0317509242 0.0469855884
1413394890.20465 -0.114016 0.123309 0.032615 -0.872660 0.006137 -0.488218 0.008311 0.0007553512 0.0006716844 0.0003674758 0.0039009317 -0.0007289860 0.0014888703 0.0976700222 0.0643195153 -0.0555298091 0.0489416844 -0.0388621084 0.0555438156
1413394890.25465 -0.094795 0.135089 0.030885 -0.860287 0.010500 -0.509521 0.013589 0.0007487890 0.0007681239 0.0003157723 0.0039783450 -0.0007294743 0.0015486055 0.1171699014 0.0761063978 -0.0681804387 0.0573839585 -0.0467095468 0.0651506806
1413394890.30465 -0.070635 0.146062 0.027214 -0.845438 0.014242 -0.533567 0.018410 0.0007443263 0.0008674568 0.0002550555 0.0040632446 -0.0007191271 0.0016082727 0.1395121590 0.0892081212 -0.0823809659 0.0668464563 -0.0553024769 0.0758644566
1413394890.35465 -0.042385 0.156038 0.022147 -0.828418 0.017758 -0.559351 0.023105 0.0007469525 0.0009708831 0.0001856568 0.0041540821 -0.0006987865 0.0016643146 0.1650444066 0.1037042681 -0.0982167956 0.0774463812 -0.0646481455 0.0877399766
1413394890.40444 -0.051650 0.089145 0.054480 -0.810542 0.022192 -0.584523 0.029370 0.0007291019 0.0009744630 0.0001109085 0.0038593891 -0.0006078038 0.0016480002 0.1749573240 0.1117054647 -0.1079236495 0.0754581306 -0.0714962050 0.0962357385
1413394890.45447 -0.096121 0.040630 0.096000 -0.792048 0.022710 -0.609194 0.032036 0.0007181482 0.0009609690 0.0000592184 0.0036242643 -0.0005329088 0.0016784591 0.1446082249 0.0911453168 -0.0808567274 0.0615269586 -0.0535832784 0.0713019332
1413394890.50447 -0.078034 0.032352 0.094904 -0.773501 0.022524 -0.632496 0.033727 0.0007281091 0.0010183896 -0.0000100654 0.0037205980 -0.0004998610 0.0017106500 0.1678435134 0.1040532526 -0.0929955334 0.0686493165 -0.0605674437 0.0797875230
1413394890.55480 -0.020315 0.048199 0.035117 -0.756589 0.020749 -0.652761 0.032345 0.0006992854 0.0009229309 -0.0000690367 0.0033498858 -0.0004807119 0.0017077512 0.0164299844 0.0090251976 0.0030714971 0.0089820421 -0.0008317008 0.0160172498
1413394890.60480 -0.010610 0.037913 0.028513 -0.743278 0.017484 -0.668057 0.030525 0.0006998974 0.0009381210 -0.0001122093 0.0034746394 -0.0004677156 0.0017259548 0.0158835343 0.0086576075 0.0034185914 0.0086788213 -0.0006544076 0.0158891261
1413394890.65504 -0.022541 0.021145 0.028972 -0.732195 0.010565 -0.680576 0.024411 0.0006688978 0.0008675967 -0.0001331078 0.0034264303 -0.0004335954 0.0017301289 0.0153752225 0.0081739255 0.0042728029 0.0079733314 0.0011284396 0.0109353499
1413394890.70504 -0.025631 0.008993 0.022447 -0.724389 0.006374 -0.689056 0.020547 0.0006592265 0.0008506039 -0.0001567587 0.0035485151 -0.0004311804 0.0017467407 0.0150667974 0.0078799057 0.0046265559 0.0078881528 0.0012058735 0.0109839218
1413394890.75627 -0.037292 -0.001372 0.027086 -0.727004 0.000987 -0.686478 0.014582 0.0006172506 0.0007048167 -0.0001630508 0.0030922327 -0.0005398917 0.0016808193 0.0142318235 0.0074444193 0.0046510189 0.0077411676 0.0011474818 0.0104995746
1413394890.80627 -0.052764 -0.014955 0.016757 -0.736653 -0.004170 -0.676204 0.008549 0.0005883959 0.0006420250 -0.0001081470 0.0032054334 -0.0005843241 0.0017060962 0.0138437762 0.0071132880 0.0048745615 0.0076946799 0.0011587394 0.0106140079
1413394890.85381 -0.139207 -0.045317 0.027756 -0.749063 -0.011929 -0.662367 0.005707 0.0005535958 0.0004334194 0.0000002154 0.0022500299 -0.0003427778 0.0016420076 0.0112392459 0.0064438150 0.0038953413 0.0074378378 0.0013079000 0.0092503019
1413394890.90558 -0.117013 -0.060851 0.015495 -0.776450 -0.009178 -0.630078 0.006582 0.0005256189 0.0003208695 0.0000651182 0.0020127315 -0.0003064869 0.0016317969 0.0106997284 0.0062709687 0.0038446172 0.0072519456 0.0014049296 0.0092937941
1413394890.95558 -0.142660 -0.071903 -0.002693 -0.798715 -0.010848 -0.601592 0.004811 0.0005616185 0.0003003242 0.0001714709 0.0020418031 -0.0003390693 0.0016209241 0.0104763973 0.0061292825 0.0037692322 0.0072304575 0.0013991446 0.0093180642
1413394891.00506 -0.224637 -0.069576 -0.050324 0.810402 0.015155 0.585677 0.001491 0.0005752134 0.0002511593 0.0002505137 0.0018482538 -0.0003256121 0.0015948395 0.0097808068 0.0060343104 0.0034978987 0.0071327689 0.0014972961 0.0090804337
1413394891.05457 -0.240347 -0.068064 -0.087931 0.825053 0.022091 0.564558 0.008569 0.0005885425 0.0002307788 0.0002727672 0.0017037550 -0.0002340055 0.0014960269 0.0095377272 0.0058999138 0.0034655547 0.0070554085 0.0015527336 0.0090963794
1413394891.10505 -0.252765 -0.063569 -0.099677 0.838526 0.024361 0.544142 0.013771 0.0006057476 0.0001863846 0.0003118449 0.0016638045 -0.0002337053 0.0014726256 0.0094201608 0.0057306102 0.0034067174 0.0069604547 0.0014240144 0.0090201225
1413394891.15394 -0.226840 -0.057448 -0.108398 0.852727 0.022687 0.521517 0.019031 0.0006231750 0.0001487662 0.0003363343 0.0015369752 -0.0002640027 0.0013994347 0.0091815185 0.0055726096 0.0034284310 0.0067714975 0.0012594476 0.0089311679
1413394891.20394 -0.237011 -0.064760 -0.130377 0.860222 0.023201 0.508980 0.020478 0.0006584739 0.0001290482 0.0003704769 0.0015531435 -0.0002654558 0.0013689651 0.0091595016 0.0055049227 0.0034725708 0.0067802591 0.0012367434 0.0089606789
1413394891.25394 -0.242028 -0.071237 -0.153568 0.865586 0.024356 0.499657 0.022582 0.0006807089 0.0001181700 0.0003867331 0.0015656017 -0.0002649037 0.0013567265 0.0091593912 0.0054210749 0.0035354738 0.0068389434 0.0012285025 0.0090511518
1413394891.30394 -0.241162 -0.076578 -0.176828 0.867859 0.025023 0.495614 0.023704 0.0006945739 0.0001125963 0.0003936336 0.0015777543 -0.0002635864 0.0013541667 0.0091981085 0.0053357780 0.0036035863 0.0069072169 0.0012173240 0.0091545228
1413394891.35395 -0.234041 -0.080718 -0.199642 0.867025 0.027085 0.496850 0.025968 0.0006983284 0.0001067749 0.0003933830 0.0015918031 -0.0002592601 0.0013608530 0.0092818245 0.0052500295 0.0036765697 0.0069872011 0.0012025772 0.0092729211
1413394891.40394 -0.220607 -0.083451 -0.221013 0.860327 0.030600 0.507974 0.029385 0.0006839275 0.0001029790 0.0003784119 0.0016078407 -0.0002509336 0.0013847573 0.0094168198 0.0051650110 0.0037543381 0.0070818306 0.0011836387 0.0094088295
1413394891.45394 -0.202059 -0.084488 -0.242485 0.851520 0.031947 0.522500 0.029782 0.0006662933 0.0001081655 0.0003544720 0.0016217047 -0.0002450788 0.0014151471 0.0096093382 0.0050809510 0.0038353766 0.0071948705 0.0011596937 0.0095661926
