# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715279.16214 0.115145 0.048039 0.154583 0.810033 -0.003648 0.586356 0.004439 0.0010195146 -0.0000000385 -0.0000000100 0.0010199996 0.0000001363 0.0010195464 0.0311779686 -0.0000029500 -0.0004384517 0.0311836511 -0.0001834784 0.0029071288
1403715279.21214 0.121692 0.051196 0.151081 0.810553 -0.003118 0.585634 0.005140 0.0010702580 -0.0000000430 -0.0000000109 0.0010707979 0.0000001472 0.0010702918 0.0362838610 -0.0000033490 -0.0005019928 0.0362902274 -0.0002122043 0.0029622931
1403715279.26214 0.128173 0.054466 0.146756 0.810960 -0.002643 0.585072 0.005250 0.0011230036 -0.0000000472 -0.0000000117 0.0011235968 0.0000001568 0.0011230389 0.0420896686 -0.0000037749 -0.0005711888 0.0420967174 -0.0002444828 0.0030231046
1403715279.31214 0.134093 0.057777 0.142520 0.811697 -0.002610 0.584051 0.005142 0.0011777533 -0.0000000503 -0.0000000122 0.0011783962 0.0000001658 0.0011777903 0.0486786760 -0.0000042089 -0.0006431935 0.0486863578 -0.0002802259 0.0030898696
1403715279.36214 0.139497 0.061114 0.139352 0.812468 -0.003096 0.582980 0.004610 0.0012345075 -0.0000000520 -0.0000000125 0.0012351952 0.0000001752 0.0012345464 0.0561446779 -0.0000046467 -0.0007177969 0.0561529287 -0.0003196188 0.0031630018
1403715279.41214 0.144563 0.064528 0.137497 0.812626 -0.003573 0.582763 0.003597 0.0012932637 -0.0000000530 -0.0000000126 0.0012939944 0.0000001846 0.0012933047 0.0645814509 -0.0000050901 -0.0007956896 0.0645901962 -0.0003632865 0.0032429649
1403715279.46214 0.149176 0.067658 0.136632 0.813395 -0.003644 0.581692 0.003206 0.0013540213 -0.0000000538 -0.0000000128 0.0013547926 0.0000001954 0.0013540652 0.0740814734 -0.0000055231 -0.0008754741 0.0740906361 -0.0004085678 0.0033301456
1403715279.51214 0.153490 0.070793 0.137262 0.813640 -0.003759 0.581351 0.002735 0.0014167804 -0.0000000545 -0.0000000129 0.0014175908 0.0000002058 0.0014168270 0.0847579851 -0.0000059511 -0.0009578388 0.0847674516 -0.0004577273 0.0034250601
1403715279.56214 0.157656 0.073983 0.139119 0.813541 -0.003225 0.581489 0.003322 0.0014815415 -0.0000000571 -0.0000000135 0.0014823887 0.0000002166 0.0014815909 0.0967196989 -0.0000063726 -0.0010437570 0.0967293242 -0.0005114561 0.0035282237
1403715279.61214 0.161370 0.077139 0.141953 0.813962 -0.003213 0.580898 0.003503 0.0015483029 -0.0000000585 -0.0000000138 0.0015491868 0.0000002270 0.0015483551 0.1100819682 -0.0000067704 -0.0011296242 0.1100915850 -0.0005690849 0.0036400542
