# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394888.00693 -0.005073 0.034141 0.229112 0.832104 -0.005653 0.554304 0.017823 0.0003442273 0.0000092511 -0.0001413383 0.0000071868 -0.0000036681 0.0000645815 0.0025591537 0.0000051230 -0.0000067757 0.0025584963 0.0000020605 0.0025850932
1413394888.05706 0.002977 0.042972 0.239199 0.830042 -0.005378 0.557387 0.017919 0.0003465080 0.0000090765 -0.0001388295 0.0000068479 -0.0000035148 0.0000621040 0.0025584577 0.0000056494 -0.0000044421 0.0025570316 0.0000021114 0.0025827755
1413394888.10712 0.013219 0.050671 0.248122 0.826985 -0.004697 0.561913 0.018106 0.0003490877 0.0000094724 -0.0001357267 0.0000065161 -0.0000035588 0.0000591438 0.0025578507 0.0000059831 -0.0000021924 0.0025547180 0.0000024256 0.0025799287
1413394888.15709 0.023550 0.059546 0.258847 0.823515 -0.004213 0.567001 0.017757 0.0003521012 0.0000094990 -0.0001320420 0.0000062143 -0.0000034410 0.0000556910 0.0025573631 0.0000060190 -0.0000001372 0.0025530236 0.0000025903 0.0025763106
1413394888.20668 0.035917 0.067689 0.270996 0.821228 -0.003231 0.570305 0.018071 0.0003541449 0.0000100036 -0.0001293684 0.0000060349 -0.0000035517 0.0000533214 0.0025569327 0.0000058887 0.0000018278 0.0025519738 0.0000032445 0.0025745234
1413394888.25669 0.048928 0.075534 0.283110 0.819471 -0.002551 0.572839 0.017801 0.0003553862 0.0000100383 -0.0001276703 0.0000058932 -0.0000035134 0.0000518212 0.0025569570 0.0000058261 0.0000035962 0.0025516660 0.0000038371 0.0025727442
1413394888.30669 0.062765 0.084431 0.295762 0.819649 -0.000704 0.572548 0.019082 0.0003549834 0.0000116346 -0.0001278157 0.0000058721 -0.0000041244 0.0000519049 0.0025569925 0.0000057485 0.0000053688 0.0025514809 0.0000042655 0.0025718813
1413394888.35676 0.076769 0.094247 0.309538 0.819665 -0.000539 0.572555 0.018157 0.0003548563 0.0000111521 -0.0001278950 0.0000057322 -0.0000039790 0.0000519140 0.0025575648 0.0000054247 0.0000070586 0.0025522832 0.0000047666 0.0025712226
1413394888.40675 0.090974 0.103719 0.324427 0.820718 0.000372 0.571029 0.018635 0.0003537535 0.0000117880 -0.0001289385 0.0000056298 -0.0000042777 0.0000527326 0.0025583144 0.0000048788 0.0000087386 0.0025526055 0.0000049949 0.0025702876
1413394888.45679 0.105903 0.115548 0.339023 0.821381 0.000708 0.570092 0.018104 0.0003529958 0.0000117052 -0.0001297529 0.0000055263 -0.0000043057 0.0000533730 0.0025592673 0.0000042823 0.0000104186 0.0025539130 0.0000054799 0.0025699318
1413394888.50682 0.121061 0.126529 0.353958 0.822566 -0.000521 0.568450 0.015835 0.0003518768 0.0000100119 -0.0001309870 0.0000052974 -0.0000037297 0.0000542845 0.0025605286 0.0000033734 0.0000118785 0.0025545159 0.0000055800 0.0025691402
1413394888.55682 0.136018 0.137212 0.366189 0.823509 -0.002096 0.567146 0.013175 0.0003509025 0.0000075624 -0.0001320123 0.0000050413 -0.0000028280 0.0000550453 0.0025614283 0.0000022342 0.0000130101 0.0025541684 0.0000055867 0.0025682491
1413394888.60676 0.152844 0.148458 0.375465 0.824632 -0.003374 0.565558 0.010702 0.0003500798 0.0000056440 -0.0001329736 0.0000049009 -0.0000021368 0.0000558579 0.0025624357 0.0000009442 0.0000138176 0.0025554943 0.0000057033 0.0025672565
1413394888.65675 0.170702 0.160728 0.380005 0.824459 -0.004433 0.565840 0.008552 0.0003501989 0.0000036524 -0.0001328892 0.0000048061 -0.0000013824 0.0000557607 0.0025636641 -0.0000006438 0.0000145406 0.0025575644 0.0000058779 0.0025665525
1413394888.70671 0.190745 0.173907 0.383181 0.822469 -0.004808 0.568741 0.007481 0.0003520883 0.0000027319 -0.0001307724 0.0000047507 -0.0000010161 0.0000538628 0.0025649477 -0.0000025733 0.0000151320 0.0025599416 0.0000060689 0.0025657464
1413394888.75673 0.210705 0.185892 0.384759 0.820081 -0.007013 0.572191 0.003818 0.0003542753 -0.0000003707 -0.0001282463 0.0000047145 0.0000001434 0.0000516828 0.0025664302 -0.0000049439 0.0000156261 0.0025631340 0.0000062500 0.0025650372
1413394888.80676 0.233808 0.197852 0.388945 0.816451 -0.009236 0.577340 0.000615 0.0003574770 -0.0000033554 -0.0001243142 0.0000047283 0.0000011967 0.0000484384 0.0025676345 -0.0000075321 0.0000159678 0.0025667221 0.0000064606 0.0025641997
1413394888.85675 0.256474 0.210112 0.391049 -0.814041 0.010925 -0.580700 0.002496 0.0003593465 -0.0000060607 -0.0001218405 0.0000047985 0.0000020960 0.0000464953 0.0025691586 -0.0000104926 0.0000165400 0.0025714400 0.0000066464 0.0025639164
1413394888.90664 0.280668 0.222729 0.395597 -0.811639 0.012710 -0.583994 0.005662 0.0003612059 -0.0000088594 -0.0001192341 0.0000049161 0.0000029782 0.0000445154 0.0025709846 -0.0000136151 0.0000171050 0.0025763336 0.0000068049 0.0025636679
1413394888.95655 0.304782 0.236063 0.400055 -0.809925 0.014586 -0.586291 0.008469 0.0003624044 -0.0000115217 -0.0001173877 0.0000050660 0.0000037992 0.0000431583 0.0025731264 -0.0000170207 0.0000178223 0.0025819152 0.0000070423 0.0025635231
1413394889.00643 0.328096 0.247816 0.405044 -0.809032 0.015036 -0.587488 0.009900 0.0003630221 -0.0000125687 -0.0001164314 0.0000051324 0.0000041023 0.0000424623 0.0025758458 -0.0000207066 0.0000186377 0.0025878118 0.0000072439 0.0025635048
1413394889.05629 0.351736 0.258546 0.411764 -0.807613 0.016195 -0.589379 0.011423 0.0003640456 -0.0000140158 -0.0001148326 0.0000052225 0.0000045092 0.0000412906 0.0025782806 -0.0000239265 0.0000193024 0.0025931102 0.0000077606 0.0025631798
1413394889.10617 0.375239 0.270588 0.418792 -0.807204 0.017396 -0.589877 0.012797 0.0003641923 -0.0000155575 -0.0001144129 0.0000053419 0.0000049746 0.0000409949 0.0025808737 -0.0000275522 0.0000200469 0.0025995609 0.0000078475 0.0025629743
1413394889.15619 0.396963 0.282551 0.425256 -0.806479 0.015842 -0.590944 0.011189 0.0003648203 -0.0000139739 -0.0001136945 0.0000051961 0.0000044327 0.0000404436 0.0025840095 -0.0000309068 0.0000209761 0.0026057730 0.0000083232 0.0025629647
1413394889.20617 0.418423 0.292297 0.434334 -0.803806 0.013817 -0.594684 0.007430 0.0003671651 -0.0000107200 -0.0001106075 0.0000049535 0.0000032861 0.0000382745 0.0025874059 -0.0000341238 0.0000220041 0.0026119084 0.0000087044 0.0025627629
1413394889.25625 0.438153 0.302154 0.444691 -0.796443 0.012430 -0.604566 0.004987 0.0003724433 -0.0000088610 -0.0001024849 0.0000048415 0.0000024789 0.0000330795 0.0025907399 -0.0000374204 0.0000229003 0.0026190385 0.0000090568 0.0025622184
1413394889.30612 0.457023 0.310441 0.457145 -0.785365 0.010746 -0.618935 0.002248 0.0003794797 -0.0000064414 -0.0000899795 0.0000047358 0.0000015524 0.0000261229 0.0025939948 -0.0000407584 0.0000232843 0.0026256440 0.0000091930 0.0025608312
