# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1540821824.04749 0.006304 -0.007787 0.028616 0.005076 0.003930 0.999958 0.006554 0.0009439942 0.0000000086 -0.0000000139 0.0009439669 -0.0000000044 0.0009439755 0.0235046458 -0.0000000017 -0.0000209045 0.0235046916 0.0000231110 0.0028240615
1540821824.08414 0.007074 -0.000220 0.034409 0.006967 0.005164 0.999929 0.008130 0.0000951522 0.0000070142 0.0000412526 0.0001339198 -0.0000361040 0.0006394700 0.0034286859 -0.0000073924 0.0000306011 0.0027695707 -0.0000286055 0.0027593183
1540821824.11861 0.004487 0.000271 0.041677 0.007550 0.004803 0.999892 0.011669 0.0000841082 0.0000082733 0.0000456114 0.0001079966 -0.0000048118 0.0005607385 0.0028482929 -0.0000419010 0.0000710173 0.0027179789 -0.0000597507 0.0026300422
1540821824.15178 0.004775 0.001241 0.050442 0.010089 0.006066 0.999814 0.015298 0.0000924553 0.0000090086 0.0000506281 0.0001187901 -0.0000040480 0.0005694018 0.0028370147 -0.0000420314 0.0000735921 0.0027075434 -0.0000614391 0.0026400624
1540821824.18495 0.005144 0.002642 0.059682 0.012459 0.006869 0.999725 0.018653 0.0001009686 0.0000097327 0.0000557397 0.0001296741 -0.0000038054 0.0005778716 0.0028226433 -0.0000419596 0.0000762501 0.0026949891 -0.0000625491 0.0026504933
1540821824.21813 0.005610 0.004207 0.069779 0.013955 0.008721 0.999616 0.022283 0.0001096672 0.0000105914 0.0000600648 0.0001410599 -0.0000025884 0.0005867357 0.0028052910 -0.0000416762 0.0000785259 0.0026804994 -0.0000631217 0.0026615948
1540821824.25164 0.006711 0.006622 0.080351 0.013379 0.008027 0.999569 0.024886 0.0000460451 0.0000210474 0.0000137112 0.0000950262 0.0000144671 0.0005565374 0.0027369962 -0.0000604504 0.0000666992 0.0026139647 -0.0000551196 0.0026545206
1540821824.28547 0.006863 0.007916 0.092607 0.012761 0.005817 0.999561 0.026116 0.0000299900 0.0000115167 0.0000037347 0.0000843269 0.0000106040 0.0005494634 0.0026985466 -0.0000453613 0.0000499735 0.0025886629 -0.0000341492 0.0026260357
1540821824.31950 0.009224 0.006249 0.104691 0.009077 0.003050 0.999480 0.030801 0.0000312370 0.0000113625 0.0000048210 0.0000871471 0.0000168823 0.0005290353 0.0026840977 -0.0000410297 0.0000511438 0.0025804328 -0.0000327653 0.0026322211
1540821824.35274 0.009955 0.008443 0.116634 0.005824 -0.001566 0.999521 0.030346 0.0000324589 0.0000131722 0.0000006574 0.0000910962 0.0000131725 0.0005347572 0.0026700565 -0.0000393861 0.0000522618 0.0025744755 -0.0000306164 0.0026407029
1540821824.38647 0.010616 0.011208 0.127257 0.001541 -0.005869 0.999554 0.029228 0.0000321967 0.0000155388 0.0000010435 0.0000967300 0.0000081230 0.0005321804 0.0026571093 -0.0000365545 0.0000521531 0.0025664719 -0.0000262669 0.0026479383
1540821824.41735 0.011156 0.008757 0.139432 -0.000175 -0.007551 0.999397 0.033895 0.0000314912 0.0000180936 0.0000072099 0.0001017876 0.0000018891 0.0005131123 0.0026435060 -0.0000325712 0.0000511242 0.0025570395 -0.0000214426 0.0026562223
1540821824.45045 0.010559 0.010698 0.148496 -0.001666 -0.010043 0.999396 0.033226 0.0000329807 0.0000186963 0.0000066621 0.0001084246 0.0000018635 0.0005177051 0.0026319662 -0.0000292315 0.0000499532 0.0025533314 -0.0000184616 0.0026654413
1540821824.48610 0.006543 0.018996 0.149459 -0.003273 -0.017640 0.999384 0.030175 0.0000096490 0.0000029455 0.0000109389 0.0000407137 -0.0000079629 0.0005024665 0.0026051192 -0.0000172570 0.0000272555 0.0025381547 0.0000045105 0.0026332578
